Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/auth/register,40,0,38000.0,33898.5181551252,16429.778541903943,44154.37249979004,361.0,0.9058430519614354,0.0,38000,41000,41000,41000,42000,44000,44000,44000,44000,44000,44000
,Aggregated,40,0,38000.0,33898.5181551252,16429.778541903943,44154.37249979004,361.0,0.9058430519614354,0.0,38000,41000,41000,41000,42000,44000,44000,44000,44000,44000,44000
