Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/exists [Public Read],13274,0,1400.0,1740.4023736004804,149.9694581143558,6086.12099988386,5.0,224.61381270674158,0.0,1400,1700,2100,2600,3900,4700,5200,5400,5900,6000,6100
,Aggregated,13274,0,1400.0,1740.4023736004804,149.9694581143558,6086.12099988386,5.0,224.61381270674158,0.0,1400,1700,2100,2600,3900,4700,5200,5400,5900,6000,6100
