Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/exists [Public Read],3671,0,180.0,198.97316098827145,150.89250006712973,628.0585001222789,5.0,83.22834212378416,0.0,180,200,210,220,270,330,410,440,550,630,630
,Aggregated,3671,0,180.0,198.97316098827145,150.89250006712973,628.0585001222789,5.0,83.22834212378416,0.0,180,200,210,220,270,330,410,440,550,630,630
