Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/exists [Public Read],589,0,160.0,186.45818989031358,152.90441690012813,495.0411249883473,5.0,20.266063324763756,0.0,160,170,180,200,270,320,400,420,500,500,500
,Aggregated,589,0,160.0,186.45818989031358,152.90441690012813,495.0411249883473,5.0,20.266063324763756,0.0,160,170,180,200,270,320,400,420,500,500,500
