Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/exists [Public Read],1154,0,160.0,182.514887340843,151.39875002205372,452.3692501243204,5.0,39.73714662678755,0.0,160,170,190,200,240,330,340,350,450,450,450
,Aggregated,1154,0,160.0,182.514887340843,151.39875002205372,452.3692501243204,5.0,39.73714662678755,0.0,160,170,190,200,240,330,340,350,450,450,450
