Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/exists [Public Read],128,0,160.0,175.27816342953884,155.10716708377004,332.9320000484586,5.0,4.401187058477648,0.0,160,160,160,170,210,320,320,330,330,330,330
,Aggregated,128,0,160.0,175.27816342953884,155.10716708377004,332.9320000484586,5.0,4.401187058477648,0.0,160,160,160,170,210,320,320,330,330,330,330
