Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/exists [Public Read],53105,3064,2000.0,2124.8798905978283,1.098250038921833,5642.402750207111,4.711514923265229,445.5519527474779,25.707017855536623,2000,2400,2700,2900,3500,3800,4200,4400,4900,5200,5600
,Aggregated,53105,3064,2000.0,2124.8798905978283,1.098250038921833,5642.402750207111,4.711514923265229,445.5519527474779,25.707017855536623,2000,2400,2700,2900,3500,3800,4200,4400,4900,5200,5600
